date,strategy_return,benchmark_return,turnover,strategy_growth,benchmark_growth,strategy_return_net_10bps,strategy_net_growth_10bps
2025-01-31,0.04735637261857617,0.026856666500718607,1.0,1.832997780920438,3.199266042935168,0.04635637261857617,1.7165170607109674
2025-02-28,0.0027606508486750503,-0.012694940179009073,0.0,1.8380580477999555,3.158651551903371,0.0027606508486750503,1.7212557649913844
2025-03-31,0.019373326232501764,-0.05571920643497963,0.0,1.8736673459942594,2.9826539940266983,0.019373326232501764,1.7546022144561368
2025-04-30,-0.015766745243779523,-0.008670166230189347,1.0,1.8441257102783795,2.9567938880913487,-0.016766745243779524,1.7251832461221794
2025-05-31,0.02367303633389567,0.06284493303163585,1.0,1.8877817652220708,3.1426134019767997,0.02267303633389567,1.7642983885441357
2025-06-30,0.01400673331169433,0.051386230006752465,0.0,1.9142234209582156,3.3041004570730825,0.01400673331169433,1.7890104455547253
2025-07-31,-0.013527014861534625,0.023031446515753284,0.0,1.8883296922946162,3.3801986700328372,-0.013527014861534625,1.764810474670266
2025-08-31,0.03832282151145561,0.02051948404438786,1.0,1.9606958140472048,3.449558602709437,0.037322821511455606,1.8306781810179316
2025-09-30,0.09429146805297761,0.03562043418529992,0.0,2.1455727007590437,3.572433377885584,0.09429146805297761,2.003295514238667
2025-10-31,0.03558358691060348,0.02383739357630099,0.0,2.221919873429522,3.657590878339357,0.03558358691060348,2.0745799542772008
2025-11-30,-0.007885795230555992,0.0019500049129079766,1.0,2.2043982682889536,3.6647231985215263,-0.008885795230555993,2.056145661614077
2025-12-31,0.02166331058926607,0.0007975029584423865,1.0,2.2521528326373375,3.6676458261142195,0.02066331058926607,2.098632438036781
2026-01-31,0.10148674153418069,0.014737818820090842,0.0,2.480716485058676,3.7216989257957533,0.10148674153418069,2.311615805851067
2026-02-28,0.07304204966047523,-0.008642046247570145,0.0,2.6619131017538917,3.6895358315594944,0.07304204966047523,2.4804609623379803
2026-03-31,-0.10151661017324792,-0.04937956664344334,0.0,2.3916847070880807,3.5073481510816302,-0.10151661017324792,2.228652973774356
2026-04-30,0.02942886828950153,0.10505268686597247,1.0,2.4620692813229907,3.8758044981271564,0.02842886828950153,2.292011055628793
2026-05-31,0.009976194806380512,0.05262575303750272,1.0,2.4866313641002744,4.079771628467238,0.00897619480638051,2.312584593362495
2026-06-30,-0.046622162923805666,-0.010292566443839024,0.0,2.3706992315117463,4.03778030790555,-0.046622162923805666,2.2047668976756656
2026-07-31,0.020751215785588972,0.00034817917005858234,0.0,2.4198941228275763,4.039186178902035,0.020751215785588972,2.2505184913262566
